uporabnik,tekma,rez_dom,rez_gos,tocke,gol_razlika
5,3029340,2,1,0,1
1,3029341,3,2,2,1
2,3029341,2,2,0,2
3,3029341,2,1,2,1
1,3029342,0,0,0,3
3,3029342,0,3,0,6
5,3029342,4,0,2,1
1,3029343,2,2,5,0
2,3029343,3,2,0,1
3,3029343,1,1,3,0
4,3029343,2,2,5,0
1,3029344,5,1,,
3,3029344,5,0,,
4,3029344,1,0,,
5,3029344,4,1,,
2,3029345,6,1,0,6
3,3029345,3,0,0,4
4,3029345,2,0,0,3
5,3029345,0,2,2,1
1,3029346,0,1,0,1
2,3029346,3,2,0,1
3,3029346,1,1,5,0
5,3029346,2,1,0,1
2,3029347,0,1,,
3,3029347,2,0,,
4,3029347,0,2,,
5,3029347,2,0,,
1,3029348,1,2,0,1
2,3029348,0,0,5,0
3,3029348,0,2,0,2
4,3029348,1,0,0,1
3,3029349,2,1,3,0
4,3029349,1,1,0,1
5,3029349,1,1,0,1
1,3029350,0,3,2,2
2,3029350,0,2,2,1
5,3029350,3,2,0,2
1,3029351,1,3,0,5
2,3029351,1,0,2,2
3,3029351,1,2,0,4
5,3029351,1,0,2,2
1,3029352,2,3,0,3
2,3029352,2,0,3,0
4,3029352,3,0,2,1
5,3029352,4,1,2,1
1,3029353,1,1,0,1
3,3029353,3,0,2,2
4,3029353,0,0,0,1
5,3029353,0,0,0,1
4,3029354,1,0,0,1
5,3029354,0,1,0,1
2,3029355,4,3,2,3
4,3029355,2,2,0,4
5,3029355,2,0,2,2
1,3029356,3,1,2,1
2,3029356,2,1,3,0
3,3029356,1,3,0,3
4,3029356,2,1,3,0
1,3029357,0,0,0,4
2,3029357,0,1,0,5
4,3029357,1,1,0,4
2,3029358,1,0,3,0
4,3029358,4,3,3,0
5,3029358,3,1,2,1
1,3029359,1,0,2,1
2,3029359,1,1,0,2
4,3029359,1,1,0,2
5,3029359,4,1,2,1
1,3029360,2,1,3,0
2,3029360,1,1,0,1
3,3029360,3,0,2,2
4,3029360,2,0,2,1
5,3029360,0,0,0,1
1,3029361,2,1,0,2
2,3029361,4,2,0,3
3,3029361,2,2,0,1
4,3029361,2,0,0,3
1,3029362,3,0,0,3
2,3029362,2,3,0,1
3,3029362,0,0,5,0
5,3029362,3,2,0,1
1,3029363,1,1,,
2,3029363,1,1,,
5,3029363,0,0,,
1,3029364,2,1,,
2,3029364,3,2,,
4,3029364,1,0,,
5,3029364,2,4,,
4,3029365,1,0,,
5,3029365,0,0,,
1,3029366,1,0,,
3,3029366,2,1,,
4,3029366,4,0,,
5,3029366,1,3,,
2,3029367,2,1,,
3,3029367,2,1,,
4,3029367,0,0,,
5,3029367,0,0,,
1,3029368,1,2,,
3,3029368,0,1,,
5,3029368,4,1,,
1,3029369,0,2,,
2,3029369,0,2,,
4,3029369,2,2,,
5,3029369,2,1,,
1,3029370,1,2,,
2,3029370,1,2,,
5,3029370,1,0,,
1,3029371,3,0,,
4,3029371,1,3,,
5,3029371,0,1,,
5,3029372,1,0,,
1,3029373,2,4,,
3,3029373,1,0,,
4,3029373,3,3,,
5,3029373,1,2,,
1,3029374,3,1,,
2,3029374,1,0,,
3,3029374,3,1,,
4,3029374,1,2,,
1,3029375,3,1,,
3,3029375,3,1,,
4,3029375,0,2,,
5,3029375,2,1,,
1,3029376,2,2,,
2,3029376,2,1,,
4,3029376,0,1,,
1,3029377,1,1,,
2,3029377,3,1,,
3,3029377,2,2,,
4,3029377,1,1,,
1,3029378,1,3,,
3,3029378,3,2,,
4,3029378,0,2,,
1,3029379,1,2,,
2,3029379,1,3,,
3,3029379,2,1,,
4,3029379,3,2,,
5,3029379,0,1,,
3,3029380,1,1,,
5,3029380,2,2,,
1,3029381,1,2,,
2,3029381,0,0,,
3,3029381,1,0,,
4,3029381,0,3,,
5,3029381,0,2,,
2,3029382,2,1,,
3,3029382,1,3,,
4,3029382,1,1,,
5,3029382,2,1,,
1,3029383,4,1,,
2,3029383,1,0,,
3,3029383,2,2,,
4,3029383,2,0,,
3,3029384,3,1,,
5,3029384,1,2,,
1,3029385,2,2,,
2,3029385,2,2,,
5,3029385,3,1,,
1,3029386,1,0,,
2,3029386,3,0,,
3,3029386,1,0,,
1,3029387,2,1,,
3,3029387,0,0,,
3,3029388,1,2,,
5,3029388,1,0,,
1,3029389,0,0,,
2,3029389,0,1,,
3,3029389,2,0,,
4,3029389,2,3,,
1,3029390,2,3,,
3,3029390,3,1,,
1,3029391,1,1,,
2,3029391,3,2,,
3,3029391,5,1,,
4,3029391,0,0,,
5,3029391,1,1,,
1,3029392,1,0,,
2,3029392,3,0,,
3,3029392,1,2,,
4,3029392,0,0,,
1,3029393,1,1,,
2,3029393,1,1,,
3,3029393,4,2,,
4,3029393,0,0,,
5,3029393,3,0,,
1,3029394,3,1,,
2,3029394,3,1,,
4,3029394,2,0,,
5,3029394,0,1,,
1,3029395,1,1,,
3,3029395,0,1,,
4,3029395,0,0,,
5,3029395,3,1,,
3,3029396,2,1,,
4,3029396,0,2,,
5,3029396,1,3,,
2,3029397,1,2,,
5,3029397,0,1,,
1,3029398,2,3,,
3,3029398,1,2,,
5,3029398,1,1,,
1,3029399,1,4,,
1,3029400,1,1,,
3,3029400,0,2,,
4,3029400,1,2,,
5,3029400,0,2,,
1,3029401,2,1,,
2,3029401,2,1,,
4,3029401,1,2,,
5,3029401,1,0,,
2,3029402,1,1,,
4,3029402,0,0,,
5,3029402,4,1,,
1,3029403,2,3,,
2,3029403,4,1,,
3,3029403,1,4,,
4,3029403,0,0,,
5,3029403,2,1,,
1,3029404,0,1,,
2,3029404,1,1,,
3,3029404,2,1,,
4,3029404,3,0,,
5,3029404,1,2,,
1,3029405,1,1,,
2,3029405,2,1,,
3,3029405,1,3,,
4,3029405,0,1,,
5,3029405,1,2,,
1,3029406,1,0,,
2,3029406,1,2,,
4,3029406,0,1,,
5,3029406,1,0,,
2,3029407,1,0,,
3,3029407,3,1,,
1,3029408,2,2,,
2,3029408,2,2,,
3,3029408,2,2,,
5,3029408,2,2,,
2,3029409,1,1,,
3,3029409,2,2,,
4,3029409,2,3,,
2,3029410,3,4,,
3,3029410,1,4,,
4,3029410,1,1,,
5,3029410,1,0,,
1,3029411,2,1,,
2,3029411,0,1,,
4,3029411,6,0,,
5,3029411,0,0,,
1,3029412,1,2,,
2,3029412,2,3,,
3,3029412,2,1,,
4,3029412,4,0,,
5,3029412,3,1,,
1,3029413,3,2,,
2,3029413,3,0,,
3,3029413,1,1,,
4,3029413,1,2,,
5,3029413,3,0,,
1,3029414,1,0,,
2,3029414,2,2,,
4,3029414,1,1,,
5,3029414,2,1,,
2,3029415,0,1,,
3,3029415,3,1,,
4,3029415,1,1,,
5,3029415,0,2,,
1,3029416,1,2,,
2,3029416,0,0,,
3,3029416,2,1,,
1,3029417,3,2,,
2,3029417,2,1,,
4,3029417,2,4,,
1,3029418,0,2,,
2,3029418,0,2,,
3,3029418,0,1,,
4,3029418,2,1,,
5,3029418,3,3,,
1,3029419,3,3,,
2,3029419,1,1,,
4,3029419,2,2,,
5,3029419,1,1,,
2,3029420,0,0,,
3,3029420,1,2,,
5,3029420,4,0,,
1,3029421,1,2,,
2,3029421,2,1,,
3,3029421,2,1,,
4,3029421,4,2,,
1,3029422,1,1,,
3,3029422,0,3,,
5,3029422,1,2,,
1,3029423,3,2,,
2,3029423,3,3,,
3,3029423,1,2,,
4,3029423,2,0,,
5,3029423,0,1,,
2,3029424,2,2,,
4,3029424,0,2,,
1,3029425,2,2,,
2,3029425,1,2,,
3,3029425,0,0,,
4,3029425,2,0,,
5,3029425,1,1,,
1,3029426,1,1,,
2,3029426,1,2,,
3,3029426,1,2,,
4,3029426,1,1,,
5,3029426,1,2,,
2,3029427,0,4,,
3,3029427,1,0,,
4,3029427,1,1,,
5,3029427,1,2,,
1,3029428,1,0,,
2,3029428,4,3,,
3,3029428,2,2,,
4,3029428,2,1,,
5,3029428,1,1,,
2,3029429,2,0,,
4,3029429,3,1,,
5,3029429,2,0,,
1,3029430,1,0,,
2,3029430,2,1,,
3,3029430,3,0,,
4,3029430,4,2,,
5,3029430,3,3,,
1,3029431,0,1,,
3,3029431,1,0,,
4,3029431,2,2,,
5,3029431,2,0,,
1,3029432,2,2,,
3,3029432,1,0,,
4,3029432,0,0,,
5,3029432,1,2,,
1,3029433,1,1,,
2,3029433,0,1,,
2,3029434,1,0,,
4,3029434,1,2,,
5,3029434,0,0,,
1,3029435,1,1,,
2,3029435,2,3,,
4,3029435,0,0,,
2,3029436,1,1,,
3,3029436,2,0,,
4,3029436,2,3,,
5,3029436,0,2,,
1,3029437,1,1,,
3,3029437,2,3,,
4,3029437,0,1,,
5,3029437,1,2,,
2,3029438,4,2,,
4,3029438,0,3,,
1,3029439,4,2,,
2,3029439,1,1,,
5,3029439,3,2,,
1,3029440,0,2,,
3,3029440,2,0,,
4,3029440,2,0,,
5,3029440,1,0,,
1,3029441,2,3,,
2,3029441,4,2,,
5,3029441,1,1,,
1,3029442,1,3,,
2,3029442,4,3,,
3,3029442,1,0,,
5,3029442,2,1,,
1,3029443,0,1,,
2,3029443,1,3,,
3,3029443,4,1,,
4,3029443,1,1,,
5,3029443,0,2,,
1,3029444,1,1,,
2,3029444,3,1,,
3,3029444,0,3,,
4,3029444,5,1,,
5,3029444,2,1,,
1,3029445,0,3,,
2,3029445,1,3,,
3,3029445,0,1,,
4,3029445,1,2,,
5,3029445,1,2,,
1,3029446,0,1,,
2,3029446,2,2,,
3,3029446,1,0,,
4,3029446,2,1,,
5,3029446,4,2,,
1,3029447,2,1,,
2,3029447,1,1,,
3,3029447,3,1,,
4,3029447,3,2,,
1,3029448,3,1,,
2,3029448,0,1,,
3,3029448,2,1,,
2,3029449,0,2,,
3,3029449,2,1,,
4,3029449,0,2,,
5,3029449,0,3,,
2,3029450,2,1,,
3,3029450,0,1,,
4,3029450,1,1,,
1,3029451,2,3,,
2,3029451,4,1,,
3,3029451,2,1,,
4,3029451,0,4,,
5,3029451,0,0,,
1,3029452,1,1,,
3,3029452,0,1,,
4,3029452,3,1,,
5,3029452,3,2,,
1,3111700,0,5,2,4
2,3111700,1,3,2,1
3,3111700,0,1,5,0
4,3111700,2,2,0,1
5,3111700,2,0,0,3
1,3111701,0,0,0,1
2,3111701,2,2,0,1
3,3111701,0,1,3,0
4,3111701,4,0,0,5
1,3111702,2,0,0,2
3,3111702,3,0,0,3
4,3111702,2,5,0,3
5,3111702,3,1,0,2
1,3111703,1,0,2,3
2,3111703,0,1,0,5
3,3111703,2,2,0,4
1,3111704,2,1,0,2
2,3111704,1,2,3,0
3,3111704,4,0,0,5
4,3111704,1,3,2,1
5,3111704,1,1,0,1
1,3111705,1,0,0,1
3,3111705,1,0,0,1
1,3111706,0,1,2,2
2,3111706,0,1,2,2
3,3111706,0,0,0,3
5,3111706,2,0,0,5
2,3111707,1,2,3,0
3,3111707,3,2,0,2
5,3111707,0,1,3,0
1,3111708,1,2,0,2
2,3111708,1,1,0,1
3,3111708,6,3,2,2
4,3111708,3,2,3,0
5,3111708,1,2,0,2
1,3111709,1,3,0,3
2,3111709,4,0,2,3
3,3111709,2,1,3,0
4,3111709,0,3,0,4
5,3111709,1,2,0,2
1,3111710,3,2,0,2
2,3111710,4,1,0,4
3,3111710,2,0,0,3
4,3111710,1,0,0,2
5,3111710,1,0,0,2
2,3111711,2,0,2,1
4,3111711,2,1,3,0
5,3111711,0,0,0,1
1,3111712,0,3,2,2
2,3111712,0,1,3,0
3,3111712,1,3,2,1
4,3111712,1,0,0,2
5,3111712,1,0,0,2
1,3111713,2,3,0,2
2,3111713,2,1,5,0
3,3111713,4,0,2,3
4,3111713,2,2,0,1
2,3111714,3,1,2,1
4,3111714,2,2,0,1
5,3111714,4,2,2,1
1,3111715,2,0,0,2
2,3111715,3,1,0,2
4,3111715,1,3,0,2
5,3111715,1,2,0,1
3,3111716,2,0,0,3
4,3111716,2,1,0,2
1,3111717,1,2,0,2
2,3111717,0,1,0,2
3,3111717,1,3,0,3
4,3111717,0,1,0,2
5,3111717,1,1,0,1
1,3111718,2,0,2,1
2,3111718,1,1,0,3
3,3111718,0,0,0,3
5,3111718,2,2,0,3
2,3111719,0,1,2,1
3,3111719,2,1,0,3
4,3111719,2,2,0,2
5,3111719,0,1,2,1
1,3111720,0,2,2,1
2,3111720,0,1,3,0
3,3111720,2,1,0,2
4,3111720,2,0,0,3
5,3111720,3,1,0,3
1,3111721,2,2,3,0
2,3111721,0,3,0,3
3,3111721,1,1,3,0
4,3111721,2,1,0,1
1,3111722,0,2,2,1
2,3111722,3,0,0,4
3,3111722,0,2,2,1
5,3111722,0,1,3,0
1,3111723,0,2,2,1
3,3111723,1,3,2,1
4,3111723,4,3,0,2
1,3111724,4,2,2,1
2,3111724,4,3,3,0
3,3111724,2,3,0,2
5,3111724,0,2,0,3
1,3111725,3,0,2,1
2,3111725,1,1,0,2
3,3111725,1,1,0,2
4,3111725,0,1,0,3
5,3111725,3,1,3,0
2,3111726,1,1,0,2
3,3111726,1,0,0,3
4,3111726,2,5,2,1
5,3111726,1,1,0,2
1,3111727,2,2,0,2
2,3111727,5,2,2,1
3,3111727,0,1,0,3
4,3111727,2,1,2,1
5,3111727,4,0,2,2
2,3111728,2,0,2,1
4,3111728,0,1,0,2
5,3111728,0,3,0,4
1,3111729,4,1,0,4
2,3111729,2,2,0,1
4,3111729,2,1,0,2
5,3111729,1,0,0,2
1,3111730,1,1,3,0
4,3111730,2,1,0,1
1,3111731,4,2,0,3
2,3111731,1,1,0,1
3,3111731,3,1,0,3
1,3111732,1,0,2,1
2,3111732,1,1,0,2
4,3111732,1,1,0,2
5,3111732,0,0,0,2
1,3111733,0,1,0,2
2,3111733,2,2,0,1
4,3111733,1,2,0,2
5,3111733,0,1,0,2
1,3111734,0,0,0,2
3,3111734,1,3,0,4
4,3111734,1,2,0,3
5,3111734,0,1,0,3
1,3111735,3,1,0,5
2,3111735,0,1,2,2
3,3111735,0,1,2,2
4,3111735,0,2,2,1
5,3111735,3,1,0,5
1,3111736,2,0,0,4
2,3111736,2,0,0,4
3,3111736,4,1,0,5
1,3111737,2,1,3,0
2,3111737,0,0,0,1
3,3111737,0,3,0,4
4,3111737,2,2,0,1
5,3111737,0,3,0,4
1,3111738,4,0,2,1
3,3111738,0,1,0,4
1,3111739,3,2,0,2
2,3111739,1,1,0,1
3,3111739,2,2,0,1
4,3111739,4,4,0,1
5,3111739,2,0,0,3
2,3111740,0,2,2,1
3,3111740,1,0,0,2
5,3111740,3,1,0,3
1,3111741,2,2,0,1
3,3111741,2,1,5,0
4,3111741,3,3,0,1
5,3111741,1,0,3,0
1,3111742,2,1,0,1
4,3111742,2,1,0,1
5,3111742,4,1,0,3
1,3111743,3,0,0,3
3,3111743,0,2,0,2
1,3111744,2,1,3,0
2,3111744,2,0,2,1
3,3111744,0,1,0,2
4,3111744,3,1,2,1
5,3111744,1,2,0,2
1,3111745,1,1,0,1
2,3111745,1,1,0,1
3,3111745,3,2,0,2
4,3111745,3,4,3,0
1,3111746,1,0,5,0
3,3111746,1,4,0,4
1,3111747,0,3,2,1
2,3111747,1,0,0,3
4,3111747,0,2,5,0
3,3111748,2,1,0,3
1,3111749,1,0,3,0
2,3111749,0,2,0,3
4,3111749,2,2,0,1
5,3111749,2,2,0,1
1,3111750,0,1,0,1
2,3111750,3,1,0,2
3,3111750,1,1,5,0
4,3111750,1,3,0,2
1,3111751,0,2,0,4
3,3111751,0,0,0,2
4,3111751,5,3,3,0
5,3111751,5,3,3,0
2,3111752,1,4,0,7
3,3111752,1,0,2,3
4,3111752,3,1,2,2
5,3111752,2,1,2,3
3,3111753,3,1,0,3
5,3111753,0,0,0,1
1,3111754,0,2,3,0
2,3111754,2,2,0,2
3,3111754,0,2,3,0
4,3111754,2,2,0,2
5,3111754,0,2,3,0
1,3111755,3,1,2,1
1,3111756,1,1,0,1
3,3111756,3,0,2,2
5,3111756,3,3,0,1
1,3111757,0,2,3,0
4,3111757,3,0,0,5
5,3111757,1,1,0,2
2,3111758,1,2,2,2
3,3111758,1,2,2,2
4,3111758,1,1,0,3
5,3111758,3,1,0,5
1,3111759,2,0,2,1
2,3111759,0,0,0,1
5,3111759,1,2,0,2
1,3111760,1,2,0,3
2,3111760,2,1,2,1
3,3111760,1,1,0,2
4,3111760,0,1,0,3
5,3111760,1,4,0,5
4,3111761,0,1,0,1
5,3111761,2,1,0,1
1,3111762,1,2,2,1
2,3111762,0,1,2,1
3,3111762,1,3,3,0
4,3111762,1,2,2,1
1,3111763,0,1,0,2
4,3111763,0,0,0,1
5,3111763,2,1,3,0
2,3111764,2,2,0,1
3,3111764,1,3,2,1
4,3111764,2,2,0,1
5,3111764,1,0,0,2
2,3111765,1,4,0,5
3,3111765,1,4,0,5
4,3111765,0,1,0,3
5,3111765,2,2,0,2
1,3111766,2,1,0,2
2,3111766,2,2,0,1
3,3111766,1,2,5,0
5,3111766,3,0,0,4
2,3111767,2,1,0,1
3,3111767,0,0,3,0
4,3111767,2,1,0,1
5,3111767,1,1,5,0
1,3111768,2,2,0,1
2,3111768,0,1,0,2
3,3111768,2,2,0,1
4,3111768,3,1,2,1
5,3111768,2,2,0,1
2,3111769,0,0,5,0
3,3111769,0,1,0,1
4,3111769,1,1,3,0
1,3111770,1,3,0,2
3,3111770,2,3,0,1
1,3111771,2,3,0,3
2,3111771,4,2,3,0
3,3111771,2,3,0,3
4,3111771,1,2,0,3
1,3111772,1,1,0,1
3,3111772,1,1,0,1
4,3111772,2,0,2,1
5,3111772,0,2,0,3
1,3111773,0,2,0,2
2,3111773,1,2,0,1
3,3111773,3,0,0,3
5,3111773,1,5,0,4
1,3111774,1,1,3,0
2,3111774,0,1,0,1
3,3111774,2,1,0,1
4,3111774,0,2,0,2
5,3111774,3,1,0,2
1,3111775,3,0,2,1
2,3111775,2,1,2,1
3,3111775,0,2,0,4
4,3111775,1,4,0,5
5,3111775,1,1,0,2
1,3111776,3,6,0,7
2,3111776,3,2,2,3
4,3111776,2,2,0,4
5,3111776,2,1,2,3
1,3111777,2,0,0,2
2,3111777,0,1,0,1
3,3111777,1,1,3,0
4,3111777,2,2,3,0
5,3111777,3,2,0,1
1,3111778,0,3,2,2
2,3111778,2,2,0,1
3,3111778,0,1,3,0
4,3111778,3,3,0,1
5,3111778,2,1,0,2
1,3111779,0,2,0,3
2,3111779,2,1,3,0
4,3111779,2,1,3,0
5,3111779,4,0,2,3
1,3111780,1,3,0,8
2,3111780,0,2,0,8
4,3111780,4,3,2,5
5,3111780,1,2,0,7
1,3111781,1,1,0,1
3,3111781,2,3,0,2
5,3111781,1,1,0,1
2,3111782,2,0,0,3
3,3111782,1,2,5,0
5,3111782,2,0,0,3
2,3111783,3,0,2,1
3,3111783,3,2,2,1
4,3111783,0,1,0,3
5,3111783,2,0,3,0
2,3111784,2,3,3,0
3,3111784,4,0,0,5
4,3111784,0,1,5,0
5,3111784,2,0,0,3
1,3111785,1,0,0,1
3,3111785,0,1,0,1
4,3111785,1,1,3,0
5,3111785,4,4,3,0
1,3111786,1,3,0,2
4,3111786,2,0,0,2
1,3111787,0,1,0,2
3,3111787,2,0,2,1
4,3111787,2,2,0,1
5,3111787,2,3,0,2
1,3111788,1,2,0,1
3,3111788,2,0,0,2
5,3111788,1,1,5,0
1,3111789,1,1,5,0
4,3111789,3,2,0,1
1,3111790,1,0,0,2
2,3111790,2,2,0,1
3,3111790,1,1,0,1
5,3111790,1,0,0,2
2,3111791,1,0,3,0
3,3111791,0,0,0,1
5,3111791,2,2,0,1
1,3111792,3,0,2,2
2,3111792,3,0,2,2
5,3111792,3,2,3,0
1,3111793,1,0,2,3
3,3111793,2,1,2,3
4,3111793,0,0,0,4
5,3111793,0,2,0,6
1,3111794,1,1,0,1
2,3111794,2,0,2,1
3,3111794,3,0,2,2
4,3111794,3,1,2,1
5,3111794,0,1,0,2
3,3111795,1,0,0,1
4,3111795,0,0,3,0
5,3111795,3,2,0,1
1,3111796,3,0,0,4
2,3111796,2,2,0,1
4,3111796,0,0,0,1
5,3111796,0,3,2,2
3,3111797,1,1,5,0
5,3111797,0,0,3,0
1,3111798,2,1,0,2
2,3111798,0,0,0,1
3,3111798,2,3,3,0
4,3111798,1,1,0,1
5,3111798,5,4,0,2
1,3111799,2,2,0,4
2,3111799,4,0,0,8
3,3111799,0,0,0,4
4,3111799,1,2,2,3
5,3111799,0,1,2,3
1,3111800,0,1,2,1
2,3111800,2,0,0,4
3,3111800,2,2,0,2
4,3111800,2,0,0,4
5,3111800,0,1,2,1
2,3111801,3,1,0,3
3,3111801,3,0,0,4
4,3111801,0,3,2,2
5,3111801,1,2,5,0
2,3111802,2,2,3,0
3,3111802,4,0,0,4
4,3111802,0,2,0,2
5,3111802,1,0,0,1
3,3111803,2,1,0,3
4,3111803,0,1,2,1
5,3111803,0,1,2,1
1,3111804,1,1,0,1
2,3111804,1,0,3,0
3,3111804,3,0,2,2
5,3111804,1,0,3,0
1,3111805,1,2,0,1
2,3111805,0,1,0,1
4,3111805,1,1,3,0
5,3111805,2,0,0,2
1,3111806,0,1,3,0
2,3111806,2,2,0,1
4,3111806,2,2,0,1
1,3111807,2,1,5,0
3,3111807,1,2,0,2
4,3111807,1,0,3,0
5,3111807,0,1,0,2
1,3111808,2,1,0,2
3,3111808,1,1,0,1
4,3111808,2,1,0,2
5,3111808,1,2,3,0
1,3111809,3,3,0,1
2,3111809,2,3,3,0
3,3111809,2,1,0,2
4,3111809,1,3,2,1
5,3111809,1,1,0,1
1,3111810,0,3,2,1
2,3111810,2,0,0,6
4,3111810,0,0,0,4
5,3111810,1,2,2,3
3,3111811,1,1,0,3
4,3111811,0,2,0,5
5,3111811,1,0,2,2
2,3111812,2,1,5,0
3,3111812,1,1,0,1
4,3111812,1,1,0,1
2,3111813,3,1,2,1
3,3111813,2,4,0,3
4,3111813,2,3,0,2
5,3111813,4,3,3,0
1,3111814,2,1,2,1
3,3111814,1,3,0,4
5,3111814,1,1,0,2
1,3111815,0,1,0,1
2,3111815,1,0,0,1
4,3111815,3,1,0,2
5,3111815,1,0,0,1
2,3111816,2,1,2,1
5,3111816,0,2,0,4
1,3111817,3,2,0,1
2,3111817,2,2,3,0
4,3111817,4,2,0,2
5,3111817,2,1,0,1
1,3111818,2,1,2,1
2,3111818,2,1,2,1
3,3111818,1,1,0,2
5,3111818,0,2,0,4
4,3111819,2,3,0,1
5,3111819,2,0,0,2
1,3111820,0,1,2,1
2,3111820,1,1,0,2
3,3111820,2,1,0,3
4,3111820,4,2,0,4
5,3111820,2,1,0,3
2,3111821,3,4,0,1
3,3111821,2,1,0,1
4,3111821,2,0,0,2
5,3111821,0,1,0,1
1,3111822,0,3,0,4
2,3111822,1,0,5,0
3,3111822,0,3,0,4
5,3111822,1,2,0,2
1,3111823,2,2,5,0
2,3111823,2,4,0,2
3,3111823,1,1,3,0
4,3111823,1,2,0,1
2,3111824,1,0,0,1
3,3111824,2,3,0,1
4,3111824,3,3,3,0
5,3111824,1,3,0,2
1,3111825,1,0,2,2
2,3111825,2,2,0,3
4,3111825,0,2,0,5
5,3111825,0,3,0,6
1,3111826,1,1,0,1
2,3111826,3,1,2,1
4,3111826,3,0,2,2
5,3111826,2,2,0,1
1,3111827,2,2,0,1
3,3111827,3,1,0,3
1,3111828,0,0,3,0
2,3111828,1,2,0,1
3,3111828,0,1,0,1
4,3111828,0,1,0,1
5,3111828,1,0,0,1
1,3111829,3,4,2,2
2,3111829,1,1,0,3
2,3111830,0,2,2,1
3,3111830,2,0,0,5
1,3111831,1,0,3,0
2,3111831,3,2,3,0
3,3111831,0,0,0,1
4,3111831,2,1,3,0
5,3111831,2,2,0,1
2,3111832,2,2,0,1
3,3111832,3,1,0,3
5,3111832,3,1,0,3
3,3111833,2,2,0,1
4,3111833,0,2,2,1
5,3111833,0,0,0,1
1,3111834,1,0,0,3
2,3111834,3,1,0,4
3,3111834,0,1,2,1
4,3111834,1,0,0,3
3,3111835,0,0,0,1
4,3111835,4,0,2,3
2,3111836,0,0,3,0
3,3111836,1,2,0,1
4,3111836,1,1,3,0
1,3111837,3,1,2,1
2,3111837,1,0,2,2
3,3111837,0,1,0,4
4,3111837,3,0,5,0
5,3111837,0,0,0,3
1,3111838,0,2,2,1
3,3111838,1,2,5,0
4,3111838,0,1,3,0
5,3111838,0,0,0,1
1,3111839,2,2,0,1
3,3111839,0,1,5,0
4,3111839,0,3,2,2
5,3111839,4,2,0,3
1,3111840,4,3,3,0
2,3111840,3,1,2,1
3,3111840,0,1,0,2
5,3111840,1,4,0,4
1,3111841,0,2,2,1
3,3111841,0,0,0,1
4,3111841,4,0,0,5
2,3111842,4,1,0,3
3,3111842,0,2,0,2
4,3111842,2,1,0,1
1,3111843,3,2,2,1
2,3111843,1,2,0,3
3,3111843,1,0,2,1
5,3111843,0,3,0,5
1,3111844,2,0,0,2
2,3111844,3,0,0,3
4,3111844,3,1,0,2
5,3111844,3,1,0,2
1,3111845,1,0,0,2
2,3111845,1,0,0,2
5,3111845,1,2,3,0
1,3111846,1,3,0,2
2,3111846,0,0,3,0
4,3111846,2,0,0,2
1,3111847,3,1,0,3
3,3111847,2,0,0,3
4,3111847,0,0,0,1
5,3111847,1,3,2,1
3,3111848,1,1,0,1
4,3111848,0,2,0,3
1,3111849,2,3,0,1
2,3111849,4,2,0,2
3,3111849,1,2,0,1
4,3111849,0,2,0,2
1,3111850,2,1,5,0
2,3111850,3,1,2,1
3,3111850,2,0,2,1
4,3111850,2,2,0,1
1,3111851,1,1,0,3
4,3111851,1,2,0,4
5,3111851,3,1,2,1
1,3111852,4,4,0,1
2,3111852,2,2,0,1
3,3111852,0,1,3,0
5,3111852,5,0,0,6
2,3111853,3,3,3,0
4,3111853,0,3,0,3
5,3111853,1,1,5,0
2,3111854,1,1,0,1
5,3111854,1,1,0,1
1,3111855,2,0,0,2
2,3111855,2,2,3,0
3,3111855,1,4,0,3
4,3111855,1,2,0,1
5,3111855,3,2,0,1
1,3111856,0,0,0,2
2,3111856,2,2,0,2
3,3111856,3,0,2,1
5,3111856,3,2,2,1
1,3111857,2,1,0,1
2,3111857,3,1,0,2
3,3111857,2,0,0,2
4,3111857,1,1,3,0
5,3111857,0,3,0,3
1,3111858,1,2,5,0
2,3111858,1,2,5,0
3,3111858,0,0,0,1
4,3111858,2,0,0,3
1,3111859,0,1,0,3
2,3111859,0,1,0,3
1,3111860,2,2,0,5
2,3111860,3,1,2,3
3,3111860,2,2,0,5
4,3111860,3,0,2,2
5,3111860,2,2,0,5
1,3111861,1,1,0,3
2,3111861,2,1,0,4
5,3111861,2,1,0,4
1,3111862,0,0,0,4
2,3111862,1,1,0,4
3,3111862,2,3,0,5
5,3111862,1,1,0,4
2,3111863,1,1,3,0
4,3111863,2,1,0,1
5,3111863,2,0,0,2
1,3111864,3,1,0,3
2,3111864,1,0,0,2
4,3111864,1,1,0,1
5,3111864,2,0,0,3
1,3111865,1,1,5,0
2,3111865,3,0,0,3
3,3111865,0,1,0,1
4,3111865,1,1,5,0
5,3111865,1,0,0,1
3,3111866,2,2,0,1
5,3111866,0,2,2,1
3,3111867,2,2,0,1
4,3111867,4,0,0,5
5,3111867,2,2,0,1
2,3111868,1,2,5,0
3,3111868,3,0,0,4
4,3111868,4,2,0,3
5,3111868,1,3,2,1
1,3111869,2,2,0,1
2,3111869,1,1,0,1
3,3111869,2,0,2,1
4,3111869,3,2,3,0
1,3111870,1,3,0,7
4,3111870,0,0,0,5
5,3111870,4,2,2,3
1,3111871,1,1,5,0
5,3111871,1,1,5,0
1,3111872,1,1,0,1
2,3111872,1,1,0,1
3,3111872,1,1,0,1
1,3111873,1,2,0,2
2,3111873,0,0,0,1
